,Patrocinador do Estudo,Número do Processo,Nome ou Código do Medicamento Experimental,Classe Terapêutica,Tipo de Medicamento Experimental,Doença,CID10,Nome do Protocolo Clínico,Título do Estudo,Fase do Estudo,Tipo de Estudo,Situação do Estudo,Instituição de Pesquisa,Investigador,Número de Pacientes,Unnamed: 0,NCT Number,Intervention Type,Intervention,Start Date,Completion Date,First Posted
1662,ICON PESQUISAS CLINICAS LTDA.,25351370325201916,CEMIPLIMABE,Não há dados,BIOLÓGICO,OUTRAS NEOPLASIAS MALIGNAS DA PELE,C44,R2810-ONC-1788,"ESTUDO RANDOMIZADO, CONTROLADO POR PLACEBO, DUPLO-CEGO DE CEMIPLIMABE ADJUVANTE VERSUS PLACEBO APÓS CIRURGIA E RADIOTERAPIA EM PACIENTES COM CARCINOMA DE CÉLULAS ESCAMOSAS DA PELE DE ALTO RISCO. EMENDA 2, 29 DE JUNHO DE
2021",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, CLINICA DE NEOPLASIAS LITORAL LTDA,GIULIANO SANTOS BORGES,2,41131,NCT03969004,DRUG, Cemiplimab,2019-06-04 00:00:00,2028-03-26 00:00:00,2019-05-31
1663,ICON PESQUISAS CLINICAS LTDA.,25351370325201916,CEMIPLIMABE,Não há dados,BIOLÓGICO,OUTRAS NEOPLASIAS MALIGNAS DA PELE,C44,R2810-ONC-1788,"ESTUDO RANDOMIZADO, CONTROLADO POR PLACEBO, DUPLO-CEGO DE CEMIPLIMABE ADJUVANTE VERSUS PLACEBO APÓS CIRURGIA E RADIOTERAPIA EM PACIENTES COM CARCINOMA DE CÉLULAS ESCAMOSAS DA PELE DE ALTO RISCO. EMENDA 2, 29 DE JUNHO DE
2021",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, FUNDACAO DE APOIO AO ENSINO PESQUISA E ASSISTENCIA HCFMRP,GUILHERME URANO DE CARVALHO MACHADO,2,41131,NCT03969004,DRUG, Cemiplimab,2019-06-04 00:00:00,2028-03-26 00:00:00,2019-05-31
1664,ICON PESQUISAS CLINICAS LTDA.,25351370325201916,CEMIPLIMABE,Não há dados,BIOLÓGICO,OUTRAS NEOPLASIAS MALIGNAS DA PELE,C44,R2810-ONC-1788,"ESTUDO RANDOMIZADO, CONTROLADO POR PLACEBO, DUPLO-CEGO DE CEMIPLIMABE ADJUVANTE VERSUS PLACEBO APÓS CIRURGIA E RADIOTERAPIA EM PACIENTES COM CARCINOMA DE CÉLULAS ESCAMOSAS DA PELE DE ALTO RISCO. EMENDA 2, 29 DE JUNHO DE
2021",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, FUNDACAO PIO XII,FLÁVIO AUGUSTO FERREIRA DA SILVA,2,41131,NCT03969004,DRUG, Cemiplimab,2019-06-04 00:00:00,2028-03-26 00:00:00,2019-05-31
1665,ICON PESQUISAS CLINICAS LTDA.,25351370325201916,CEMIPLIMABE,Não há dados,BIOLÓGICO,OUTRAS NEOPLASIAS MALIGNAS DA PELE,C44,R2810-ONC-1788,"ESTUDO RANDOMIZADO, CONTROLADO POR PLACEBO, DUPLO-CEGO DE CEMIPLIMABE ADJUVANTE VERSUS PLACEBO APÓS CIRURGIA E RADIOTERAPIA EM PACIENTES COM CARCINOMA DE CÉLULAS ESCAMOSAS DA PELE DE ALTO RISCO. EMENDA 2, 29 DE JUNHO DE
2021",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, FUNDACAO SAO FRANCISCO XAVIER,LUCIANO DE SOUZA VIANA,2,41131,NCT03969004,DRUG, Cemiplimab,2019-06-04 00:00:00,2028-03-26 00:00:00,2019-05-31
1666,ICON PESQUISAS CLINICAS LTDA.,25351370325201916,CEMIPLIMABE,Não há dados,BIOLÓGICO,OUTRAS NEOPLASIAS MALIGNAS DA PELE,C44,R2810-ONC-1788,"ESTUDO RANDOMIZADO, CONTROLADO POR PLACEBO, DUPLO-CEGO DE CEMIPLIMABE ADJUVANTE VERSUS PLACEBO APÓS CIRURGIA E RADIOTERAPIA EM PACIENTES COM CARCINOMA DE CÉLULAS ESCAMOSAS DA PELE DE ALTO RISCO. EMENDA 2, 29 DE JUNHO DE
2021",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, MS INCA HC I HOSPITAL DO CANCER I,ANDRÉIA CRISTINA DE MELO,2,41131,NCT03969004,DRUG, Cemiplimab,2019-06-04 00:00:00,2028-03-26 00:00:00,2019-05-31
1667,ICON PESQUISAS CLINICAS LTDA.,25351370325201916,CEMIPLIMABE,Não há dados,BIOLÓGICO,OUTRAS NEOPLASIAS MALIGNAS DA PELE,C44,R2810-ONC-1788,"ESTUDO RANDOMIZADO, CONTROLADO POR PLACEBO, DUPLO-CEGO DE CEMIPLIMABE ADJUVANTE VERSUS PLACEBO APÓS CIRURGIA E RADIOTERAPIA EM PACIENTES COM CARCINOMA DE CÉLULAS ESCAMOSAS DA PELE DE ALTO RISCO. EMENDA 2, 29 DE JUNHO DE
2021",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,MILENA PEREZ MAK,2,41131,NCT03969004,DRUG, Cemiplimab,2019-06-04 00:00:00,2028-03-26 00:00:00,2019-05-31
1668,ICON PESQUISAS CLINICAS LTDA.,25351370325201916,CEMIPLIMABE,Não há dados,BIOLÓGICO,OUTRAS NEOPLASIAS MALIGNAS DA PELE,C44,R2810-ONC-1788,"ESTUDO RANDOMIZADO, CONTROLADO POR PLACEBO, DUPLO-CEGO DE CEMIPLIMABE ADJUVANTE VERSUS PLACEBO APÓS CIRURGIA E RADIOTERAPIA EM PACIENTES COM CARCINOMA DE CÉLULAS ESCAMOSAS DA PELE DE ALTO RISCO. EMENDA 2, 29 DE JUNHO DE
2021",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, UNIAO BRASILEIRA DE EDUCACAO E ASSISTENCIA,FERNANDA BRONZON DAMIAN,2,41131,NCT03969004,DRUG, Cemiplimab,2019-06-04 00:00:00,2028-03-26 00:00:00,2019-05-31
1669,WCT SERVIÇOS DE PESQUISA CLÍNICA LTDA.,25351370499202365,DICLORIDRATO DE ELACESTRANTO,NULO,SINTÉTICO/SEMISSINTÉTICO,LESÃO INVASIVA DA MAMA,C508,STML-ELA-0322,"ELACESTRANTO EM MULHERES E HOMENS COM CÂNCER DE MAMA METASTÁTICO HER-2 NEGATIVO, COM RECEPTOR DE ESTROGÊNIO POSITIVO E SEM TRATAMENTO PRÉVIO COM INIBIDORES DE CDK4/6: UM ESTUDO DE FASE 2, ABERTO E MULTICÊNTRICO (ELCIN). VERSÃO 1.0, DE 16 DE NOVEMBRO DE 2022.",II,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO,CENTRO DE PESQUISAS ONCOLOGICAS,YENI VERONICA NERON DO NASCIMENTO,2,146075,NCT05596409,DRUG, Elacestrant,2023-05-19 00:00:00,2025-08-01 00:00:00,2022-10-27
1670,WCT SERVIÇOS DE PESQUISA CLÍNICA LTDA.,25351370499202365,DICLORIDRATO DE ELACESTRANTO,NULO,SINTÉTICO/SEMISSINTÉTICO,LESÃO INVASIVA DA MAMA,C508,STML-ELA-0322,"ELACESTRANTO EM MULHERES E HOMENS COM CÂNCER DE MAMA METASTÁTICO HER-2 NEGATIVO, COM RECEPTOR DE ESTROGÊNIO POSITIVO E SEM TRATAMENTO PRÉVIO COM INIBIDORES DE CDK4/6: UM ESTUDO DE FASE 2, ABERTO E MULTICÊNTRICO (ELCIN). VERSÃO 1.0, DE 16 DE NOVEMBRO DE 2022.",II,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, CLI DE PESQ E CENTRO DE EST EM ONCO GINECO E MAMARIA LTDA,ROBERTO HEGG,2,146075,NCT05596409,DRUG, Elacestrant,2023-05-19 00:00:00,2025-08-01 00:00:00,2022-10-27
1671,WCT SERVIÇOS DE PESQUISA CLÍNICA LTDA.,25351370499202365,DICLORIDRATO DE ELACESTRANTO,NULO,SINTÉTICO/SEMISSINTÉTICO,LESÃO INVASIVA DA MAMA,C508,STML-ELA-0322,"ELACESTRANTO EM MULHERES E HOMENS COM CÂNCER DE MAMA METASTÁTICO HER-2 NEGATIVO, COM RECEPTOR DE ESTROGÊNIO POSITIVO E SEM TRATAMENTO PRÉVIO COM INIBIDORES DE CDK4/6: UM ESTUDO DE FASE 2, ABERTO E MULTICÊNTRICO (ELCIN). VERSÃO 1.0, DE 16 DE NOVEMBRO DE 2022.",II,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, FACULDADE DE MEDICINA ABC,PATRICIA XAVIER SANTI,2,146075,NCT05596409,DRUG, Elacestrant,2023-05-19 00:00:00,2025-08-01 00:00:00,2022-10-27
1672,WCT SERVIÇOS DE PESQUISA CLÍNICA LTDA.,25351370499202365,DICLORIDRATO DE ELACESTRANTO,NULO,SINTÉTICO/SEMISSINTÉTICO,LESÃO INVASIVA DA MAMA,C508,STML-ELA-0322,"ELACESTRANTO EM MULHERES E HOMENS COM CÂNCER DE MAMA METASTÁTICO HER-2 NEGATIVO, COM RECEPTOR DE ESTROGÊNIO POSITIVO E SEM TRATAMENTO PRÉVIO COM INIBIDORES DE CDK4/6: UM ESTUDO DE FASE 2, ABERTO E MULTICÊNTRICO (ELCIN). VERSÃO 1.0, DE 16 DE NOVEMBRO DE 2022.",II,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, FUNDACAO PIO XII,AUGUSTO PERAZZOLO NTONIAZZI,2,146075,NCT05596409,DRUG, Elacestrant,2023-05-19 00:00:00,2025-08-01 00:00:00,2022-10-27
1673,WCT SERVIÇOS DE PESQUISA CLÍNICA LTDA.,25351370499202365,DICLORIDRATO DE ELACESTRANTO,NULO,SINTÉTICO/SEMISSINTÉTICO,LESÃO INVASIVA DA MAMA,C508,STML-ELA-0322,"ELACESTRANTO EM MULHERES E HOMENS COM CÂNCER DE MAMA METASTÁTICO HER-2 NEGATIVO, COM RECEPTOR DE ESTROGÊNIO POSITIVO E SEM TRATAMENTO PRÉVIO COM INIBIDORES DE CDK4/6: UM ESTUDO DE FASE 2, ABERTO E MULTICÊNTRICO (ELCIN). VERSÃO 1.0, DE 16 DE NOVEMBRO DE 2022.",II,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, HOSPITAL DE CLINICAS DE PORTO ALEGRE,PEDRO EMANUEL RUBINI LIEDKE,2,146075,NCT05596409,DRUG, Elacestrant,2023-05-19 00:00:00,2025-08-01 00:00:00,2022-10-27
1674,WCT SERVIÇOS DE PESQUISA CLÍNICA LTDA.,25351370499202365,DICLORIDRATO DE ELACESTRANTO,NULO,SINTÉTICO/SEMISSINTÉTICO,LESÃO INVASIVA DA MAMA,C508,STML-ELA-0322,"ELACESTRANTO EM MULHERES E HOMENS COM CÂNCER DE MAMA METASTÁTICO HER-2 NEGATIVO, COM RECEPTOR DE ESTROGÊNIO POSITIVO E SEM TRATAMENTO PRÉVIO COM INIBIDORES DE CDK4/6: UM ESTUDO DE FASE 2, ABERTO E MULTICÊNTRICO (ELCIN). VERSÃO 1.0, DE 16 DE NOVEMBRO DE 2022.",II,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, HOSPITAL EVANGELICO DE CACHOEIRO DE ITAPEMIRIM,SABINA BANDEIRA ALEIXO,2,146075,NCT05596409,DRUG, Elacestrant,2023-05-19 00:00:00,2025-08-01 00:00:00,2022-10-27
1675,WCT SERVIÇOS DE PESQUISA CLÍNICA LTDA.,25351370499202365,DICLORIDRATO DE ELACESTRANTO,NULO,SINTÉTICO/SEMISSINTÉTICO,LESÃO INVASIVA DA MAMA,C508,STML-ELA-0322,"ELACESTRANTO EM MULHERES E HOMENS COM CÂNCER DE MAMA METASTÁTICO HER-2 NEGATIVO, COM RECEPTOR DE ESTROGÊNIO POSITIVO E SEM TRATAMENTO PRÉVIO COM INIBIDORES DE CDK4/6: UM ESTUDO DE FASE 2, ABERTO E MULTICÊNTRICO (ELCIN). VERSÃO 1.0, DE 16 DE NOVEMBRO DE 2022.",II,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, HSL UNIDADE BRASILIA,TATIANA STRAVA CORREA,2,146075,NCT05596409,DRUG, Elacestrant,2023-05-19 00:00:00,2025-08-01 00:00:00,2022-10-27
1676,WCT SERVIÇOS DE PESQUISA CLÍNICA LTDA.,25351370499202365,DICLORIDRATO DE ELACESTRANTO,NULO,SINTÉTICO/SEMISSINTÉTICO,LESÃO INVASIVA DA MAMA,C508,STML-ELA-0322,"ELACESTRANTO EM MULHERES E HOMENS COM CÂNCER DE MAMA METASTÁTICO HER-2 NEGATIVO, COM RECEPTOR DE ESTROGÊNIO POSITIVO E SEM TRATAMENTO PRÉVIO COM INIBIDORES DE CDK4/6: UM ESTUDO DE FASE 2, ABERTO E MULTICÊNTRICO (ELCIN). VERSÃO 1.0, DE 16 DE NOVEMBRO DE 2022.",II,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, UNIAO BRASILEIRA DE EDUCACAO E ASSISTENCIA,CARLOS HENRIQUE ESCOSTEGUY BARRIOS,2,146075,NCT05596409,DRUG, Elacestrant,2023-05-19 00:00:00,2025-08-01 00:00:00,2022-10-27
1677,SYNEOS HEALTH BRASIL LTDA,25351370501202304,"FUTIBATINIBE (TAS-120),",Não há dados,SINTÉTICO/SEMISSINTÉTICO,NEOPLASIA MALIGNA DO FÍGADO E DAS VIAS BILIARES INTRA-HEPÁTICAS,C22,TAS-120-205,ESTUDO DE FASE 2 DE FUTIBATINIBE EM DOSES DE 20MG E 16MG EM PACIENTES COM COLANGIOCARCINOMA AVANÇADO COM FUSÕES OU REARRANJOS DE FGFR2. EMENDA 1 DE 08 DE FEVEREIRO DE 2023,II,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO,FUNDACAO ANTONIO PRUDENTE,ANGELO BOSARELLI CARVALHO DE BRITO,2,64979,NCT05727176,DRUG, TAS-120,2023-07-05 00:00:00,2026-06-01 00:00:00,2023-02-14
1678,SYNEOS HEALTH BRASIL LTDA,25351370501202304,"FUTIBATINIBE (TAS-120),",Não há dados,SINTÉTICO/SEMISSINTÉTICO,NEOPLASIA MALIGNA DO FÍGADO E DAS VIAS BILIARES INTRA-HEPÁTICAS,C22,TAS-120-205,ESTUDO DE FASE 2 DE FUTIBATINIBE EM DOSES DE 20MG E 16MG EM PACIENTES COM COLANGIOCARCINOMA AVANÇADO COM FUSÕES OU REARRANJOS DE FGFR2. EMENDA 1 DE 08 DE FEVEREIRO DE 2023,II,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, FUNDACAO FACULDADE REGIONAL DE MEDICINA DE SAO JOSE DO RIO P,KATHIA CRISTINA ABDALLA,2,64979,NCT05727176,DRUG, TAS-120,2023-07-05 00:00:00,2026-06-01 00:00:00,2023-02-14
1679,SYNEOS HEALTH BRASIL LTDA,25351370501202304,"FUTIBATINIBE (TAS-120),",Não há dados,SINTÉTICO/SEMISSINTÉTICO,NEOPLASIA MALIGNA DO FÍGADO E DAS VIAS BILIARES INTRA-HEPÁTICAS,C22,TAS-120-205,ESTUDO DE FASE 2 DE FUTIBATINIBE EM DOSES DE 20MG E 16MG EM PACIENTES COM COLANGIOCARCINOMA AVANÇADO COM FUSÕES OU REARRANJOS DE FGFR2. EMENDA 1 DE 08 DE FEVEREIRO DE 2023,II,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, IOP PRODUTOS E SERVICOS DE QUIMIOTERAPIA LTDA,LUCIANO SEMENSATO BIELA,2,64979,NCT05727176,DRUG, TAS-120,2023-07-05 00:00:00,2026-06-01 00:00:00,2023-02-14
1680,SYNEOS HEALTH BRASIL LTDA,25351370501202304,"FUTIBATINIBE (TAS-120),",Não há dados,SINTÉTICO/SEMISSINTÉTICO,NEOPLASIA MALIGNA DO FÍGADO E DAS VIAS BILIARES INTRA-HEPÁTICAS,C22,TAS-120-205,ESTUDO DE FASE 2 DE FUTIBATINIBE EM DOSES DE 20MG E 16MG EM PACIENTES COM COLANGIOCARCINOMA AVANÇADO COM FUSÕES OU REARRANJOS DE FGFR2. EMENDA 1 DE 08 DE FEVEREIRO DE 2023,II,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, LIGA PARANAENSE DE COMBATE AO CANCER HEG,ANDRESSA SCHUTA RIBAS,2,64979,NCT05727176,DRUG, TAS-120,2023-07-05 00:00:00,2026-06-01 00:00:00,2023-02-14
1681,SYNEOS HEALTH BRASIL LTDA,25351370501202304,"FUTIBATINIBE (TAS-120),",Não há dados,SINTÉTICO/SEMISSINTÉTICO,NEOPLASIA MALIGNA DO FÍGADO E DAS VIAS BILIARES INTRA-HEPÁTICAS,C22,TAS-120-205,ESTUDO DE FASE 2 DE FUTIBATINIBE EM DOSES DE 20MG E 16MG EM PACIENTES COM COLANGIOCARCINOMA AVANÇADO COM FUSÕES OU REARRANJOS DE FGFR2. EMENDA 1 DE 08 DE FEVEREIRO DE 2023,II,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,CAMILA MOTTA VENCHIARUTTI MONIZ,2,64979,NCT05727176,DRUG, TAS-120,2023-07-05 00:00:00,2026-06-01 00:00:00,2023-02-14
1682,ASTRAZENECA DO BRASIL LTDA,25351370965202221,DURVALUMABE (MEDI4736) / OSIMERTINIBE (MESILATO DE AZD9291),AGENTES ANTINEOPLÁSICOS E IMUNOMODULADORES,BIOLÓGICO,NEOPLASIA MALIGNA DOS BRÔNQUIOS E DOS PULMÕES,C34,D9103C00001,"ESTUDO DE FASE III, RANDOMIZADO, 
CONTROLADO POR PLACEBO, DUPLO-CEGO, 
MULTICÊNTRICO, INTERNACIONAL DE 
DURVALUMABE COM RADIOTERAPIA 
ESTEREOTÁXICA CORPORAL (SBRT) PARA O 
TRATAMENTO DE PARTICIPANTES DE PESQUISA 
COM CÂNCER DE PULMÃO DE NÃO PEQUENAS 
CÉLULAS ESTÁGIO I/II NÃO RESSECADO, NEGATIVO 
PARA LINFONODO (PACIFIC-4/RTOG-3515). VERSÃO 5.0 DE 28 DE OUTUBRO DE 2021",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO,Não há dados,Não há dados,Não há dados,362545,NCT03833154,DRUG, Durvalumab,2019-03-06 00:00:00,2028-04-04 00:00:00,2019-02-06
1683,GLAXOSMITHKLINE BRASIL LTDA,25351374117202372,DOSTARLIMABE,ANTICORPOS MONOCLONAIS,BIOLÓGICO,,,219606,"ESTUDO DE FASE 3, ABERTO, RANDOMIZADO DEMONOTERAPIA PERIOPERATÓRIA COM DOSTARLIMABEVERSUS TRATAMENTO PADRÃO EM PARTICIPANTES COMCÂNCER DE CÓLON DMMR/MSI-H ESTÁGIO III OUT4N0 RESSECÁVEL NÃO TRATADO. EMENDA 02 AO PROTOCOLO DATADO DE 20 DE OUTUBRO DE 2023.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO,Não há dados,Não há dados,Não há dados,316456,NCT05855200,DRUG, CAPEOX,2023-08-01 00:00:00,2030-12-25 00:00:00,2023-05-11
1684,ICON PESQUISAS CLINICAS LTDA.,25351374747202266,GARETOSMABE (REGN2477),Não há dados,BIOLÓGICO,MIOSITE OSSIFICANTE PROGRESSIVA,M611,R2477-FOP-2175,"ESTUDO DE FASE 3 RANDOMIZADO E CONTROLADO POR PLACEBO PARA AVALIAR A SEGURANÇA, TOLERABILIDADE E EFICÁCIA DE GARETOSMABE EM PACIENTES COM FIBRODISPLASIA OSSIFICANTE PROGRESSIVA. EMENDA 2, DATADA DE 08 DE JULHO DE 2022.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO,SOCIEDADE BENEFICENTE ISRAELITA BRAS HOSP ALBERT EINSTEIN,PATRICIA LONGO RIBEIRO DELAI,10,288216,NCT05394116,DRUG, Garetosmab,2022-11-21 00:00:00,2026-10-02 00:00:00,2022-05-27
1685,SANOFI-AVENTIS FARMACÊUTICA LTDA,25351377092201231,CABAZITAXEL,ANTINEOPLASICO,SINTÉTICO/SEMISSINTÉTICO,NEOPLASIA MALIGNA DA PRÓSTATA,C61,CABAZ_L_06003,"ESTUDO MULTICÊNTRICO, NACIONAL, NÃO COMPARATIVO, ABERTO, FASE IV DE CABAZITAXEL COMBINADO COM PREDNISONA E PROFILAXIA DE COMPLICAÇÕES DE NEUTROPENIA NO TRATAMENTO DE SEGUNDA LINHA DE PACIENTES COM CÂNCER DE PRÓSTATA METASTÁTICO RESISTENTE À CASTRAÇÃO E PÓS-FALHA A DOCETAXEL. AVALIAÇÃO DESCRITIVA DAS
CÉLULAS TUMORAIS CIRCULANTES NESTE CENÁRIO.",IV,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO,FACULDADE DE MEDICINA ABC,DANIEL DE IRACEMA GOMES CUBERO,9,281946,NCT01649635,DRUG, CABAZITAXEL (XRP6258),2012-07-01 00:00:00,2016-06-01 00:00:00,2012-07-25
1686,SANOFI-AVENTIS FARMACÊUTICA LTDA,25351377092201231,CABAZITAXEL,ANTINEOPLASICO,SINTÉTICO/SEMISSINTÉTICO,NEOPLASIA MALIGNA DA PRÓSTATA,C61,CABAZ_L_06003,"ESTUDO MULTICÊNTRICO, NACIONAL, NÃO COMPARATIVO, ABERTO, FASE IV DE CABAZITAXEL COMBINADO COM PREDNISONA E PROFILAXIA DE COMPLICAÇÕES DE NEUTROPENIA NO TRATAMENTO DE SEGUNDA LINHA DE PACIENTES COM CÂNCER DE PRÓSTATA METASTÁTICO RESISTENTE À CASTRAÇÃO E PÓS-FALHA A DOCETAXEL. AVALIAÇÃO DESCRITIVA DAS
CÉLULAS TUMORAIS CIRCULANTES NESTE CENÁRIO.",IV,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO, HOSPITAL UNIVERSITARIO ANTONIO PEDRO,MAGDA CONCEICAO GOMES FALCAO LEAL,9,281946,NCT01649635,DRUG, CABAZITAXEL (XRP6258),2012-07-01 00:00:00,2016-06-01 00:00:00,2012-07-25
1687,SANOFI-AVENTIS FARMACÊUTICA LTDA,25351377092201231,CABAZITAXEL,ANTINEOPLASICO,SINTÉTICO/SEMISSINTÉTICO,NEOPLASIA MALIGNA DA PRÓSTATA,C61,CABAZ_L_06003,"ESTUDO MULTICÊNTRICO, NACIONAL, NÃO COMPARATIVO, ABERTO, FASE IV DE CABAZITAXEL COMBINADO COM PREDNISONA E PROFILAXIA DE COMPLICAÇÕES DE NEUTROPENIA NO TRATAMENTO DE SEGUNDA LINHA DE PACIENTES COM CÂNCER DE PRÓSTATA METASTÁTICO RESISTENTE À CASTRAÇÃO E PÓS-FALHA A DOCETAXEL. AVALIAÇÃO DESCRITIVA DAS
CÉLULAS TUMORAIS CIRCULANTES NESTE CENÁRIO.",IV,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO, ONCOMED CLINICA DE TRATAMENTO MULTI DO CANCER LTDA,FERNANDO SABINO MARQUES MONTEIRO,9,281946,NCT01649635,DRUG, CABAZITAXEL (XRP6258),2012-07-01 00:00:00,2016-06-01 00:00:00,2012-07-25
1688,SANOFI-AVENTIS FARMACÊUTICA LTDA,25351377092201231,CABAZITAXEL,ANTINEOPLASICO,SINTÉTICO/SEMISSINTÉTICO,NEOPLASIA MALIGNA DA PRÓSTATA,C61,CABAZ_L_06003,"ESTUDO MULTICÊNTRICO, NACIONAL, NÃO COMPARATIVO, ABERTO, FASE IV DE CABAZITAXEL COMBINADO COM PREDNISONA E PROFILAXIA DE COMPLICAÇÕES DE NEUTROPENIA NO TRATAMENTO DE SEGUNDA LINHA DE PACIENTES COM CÂNCER DE PRÓSTATA METASTÁTICO RESISTENTE À CASTRAÇÃO E PÓS-FALHA A DOCETAXEL. AVALIAÇÃO DESCRITIVA DAS
CÉLULAS TUMORAIS CIRCULANTES NESTE CENÁRIO.",IV,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO, REAL E BENEMERITA ASSOCIACAO PORTUGUESA DE BENEFICENCIA,FERNANDO C. MALUF,9,281946,NCT01649635,DRUG, CABAZITAXEL (XRP6258),2012-07-01 00:00:00,2016-06-01 00:00:00,2012-07-25
1689,SANOFI-AVENTIS FARMACÊUTICA LTDA,25351377092201231,CABAZITAXEL,ANTINEOPLASICO,SINTÉTICO/SEMISSINTÉTICO,NEOPLASIA MALIGNA DA PRÓSTATA,C61,CABAZ_L_06003,"ESTUDO MULTICÊNTRICO, NACIONAL, NÃO COMPARATIVO, ABERTO, FASE IV DE CABAZITAXEL COMBINADO COM PREDNISONA E PROFILAXIA DE COMPLICAÇÕES DE NEUTROPENIA NO TRATAMENTO DE SEGUNDA LINHA DE PACIENTES COM CÂNCER DE PRÓSTATA METASTÁTICO RESISTENTE À CASTRAÇÃO E PÓS-FALHA A DOCETAXEL. AVALIAÇÃO DESCRITIVA DAS
CÉLULAS TUMORAIS CIRCULANTES NESTE CENÁRIO.",IV,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO, SOCIEDADE BENEFICENCIA E CARIDADE DE LAJEADO,LEANDRO BRUST,9,281946,NCT01649635,DRUG, CABAZITAXEL (XRP6258),2012-07-01 00:00:00,2016-06-01 00:00:00,2012-07-25
1690,PFIZER BRASIL LTDA,25351383575202211,1. PF-07220060 / 2. PF-07104091,INIBIDORES DA PROTEÍNA QUINASE ,SINTÉTICO/SEMISSINTÉTICO,NEOPLASIA MALIGNA DA MAMA,C50,C4391002,"UM ESTUDO FASE 1B/2, ABERTO, MULTICÊNTRICO, DE ESCALONAMENTO E EXPANSÃO DE DOSE, PARA AVALIAR A SEGURANÇA, TOLERABILIDADE, FARMACOCINÉTICA, FARMACODINÂMICA E ATIVIDADE ANTITUMORAL DE PF-07220060 EM ASSOCIAÇÃO COM PF-07104091 MAIS TERAPIA ENDÓCRINA EM PARTICIPANTES COM TUMORES SÓLIDOS EM ESTÁGIO AVANÇADO. EMENDA 1 AO PROTOCOLO FINAL, 21 DE JANEIRO DE 2022.",II,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO,CENTRO GAUCHO INTEGRADO DE ONCOLOGIA,CHRISTINA PIMENTEL OPPERMANN,5,134528,NCT05262400,DRUG, PF-07220060 + PF-07104091 combination dose escalation,2022-03-14 00:00:00,2026-08-23 00:00:00,2022-03-02
1691,PFIZER BRASIL LTDA,25351383575202211,1. PF-07220060 / 2. PF-07104091,INIBIDORES DA PROTEÍNA QUINASE ,SINTÉTICO/SEMISSINTÉTICO,NEOPLASIA MALIGNA DA MAMA,C50,C4391002,"UM ESTUDO FASE 1B/2, ABERTO, MULTICÊNTRICO, DE ESCALONAMENTO E EXPANSÃO DE DOSE, PARA AVALIAR A SEGURANÇA, TOLERABILIDADE, FARMACOCINÉTICA, FARMACODINÂMICA E ATIVIDADE ANTITUMORAL DE PF-07220060 EM ASSOCIAÇÃO COM PF-07104091 MAIS TERAPIA ENDÓCRINA EM PARTICIPANTES COM TUMORES SÓLIDOS EM ESTÁGIO AVANÇADO. EMENDA 1 AO PROTOCOLO FINAL, 21 DE JANEIRO DE 2022.",II,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, CLI DE PESQ E CENTRO DE EST EM ONCO GINECO E MAMARIA LTDA,ROBERTO HEGG,5,134528,NCT05262400,DRUG, PF-07220060 + PF-07104091 combination dose escalation,2022-03-14 00:00:00,2026-08-23 00:00:00,2022-03-02
